type,duration,end_time
public,0.00604701042175,13:36:39
public,0.312258005142,14:05:43
personal,0.0822830200195,14:05:53
close,0.0994501113892,14:05:53
public,2.08347201347,14:05:57
normal,0.999430894852,14:05:58
public,1.06624293327,14:05:59
normal,4.30076503754,14:06:06
public,2.12835097313,14:06:21
normal,0.539757966995,14:06:21
public,0.357306003571,14:06:23
normal,0.219080209732,14:06:24
public,0.734202861786,14:06:28
normal,0.423434019089,14:06:29
public,1.52672195435,14:06:31
normal,0.506927967072,14:06:31
public,0.102224826813,14:06:37
normal,0.054319858551,14:06:38
public,0.618788957596,14:06:41
close,0.216953039169,14:06:41
personal,1.02560901642,14:06:42
public,0.388118028641,14:06:43
normal,0.266991853714,14:06:43
personal,0.824538946152,14:06:44
close,0.30052280426,14:06:48
personal,0.216274023056,14:06:48
close,0.300714015961,14:06:48
public,0.249766111374,14:06:51
normal,0.96549987793,14:06:52
public,0.204199075699,14:06:57
normal,0.59765291214,14:06:59
public,0.895742893219,14:07:01
normal,0.753711938858,14:07:02
public,2.65950489044,14:07:11
close,0.785026073456,14:07:12
public,0.388365983963,14:07:20
close,0.21607208252,14:07:21
normal,0.879956960678,14:07:22
public,1.50208711624,14:07:26
close,1.41991305351,14:07:27
public,0.122586965561,14:07:29
close,0.734361886978,14:07:31
public,1.79804491997,14:07:36
normal,2.029296875,14:07:38
public,1.21716809273,14:07:40
normal,1.01405906677,14:07:41
public,0.361274003983,14:07:41
normal,1.42242908478,14:07:43
public,0.216192960739,14:07:43
normal,0.162479877472,14:07:45
public,0.216381072998,14:07:45
normal,1.02949595451,14:07:46
public,0.0881550312042,14:07:49
normal,0.167717933655,14:07:49
public,0.579838991165,14:07:50
normal,0.59414601326,14:07:51
public,0.814241170883,14:07:52
normal,1.17704677582,14:07:53
public,0.371876955032,14:07:55
normal,0.596338033676,14:07:56
public,1.42200708389,14:07:57
normal,0.161144971848,14:07:58
public,0.559857845306,14:07:58
normal,0.8335750103,14:07:59
public,0.41112780571,14:07:59
normal,0.584334850311,14:08:00
public,1.01910305023,14:08:01
normal,0.552105903625,14:08:02
public,0.552479028702,14:08:05
normal,0.348088026047,14:08:07
public,1.23043107986,14:08:08
normal,0.161259889603,14:08:08
public,0.0364420413971,14:08:11
normal,0.349602937698,14:08:12
public,1.0327630043,14:08:13
normal,1.19945812225,14:08:14
public,1.64475798607,14:08:16
normal,0.730568885803,14:08:17
public,1.17247200012,14:08:23
normal,0.57692694664,14:08:23
public,0.403295040131,14:08:24
normal,0.212203025818,14:08:24
public,0.396410942078,14:08:24
normal,0.369073152542,14:08:25
public,0.411479949951,14:08:25
normal,0.819489002228,14:08:26
public,0.583554029465,14:08:27
normal,1.17959904671,14:08:28
public,0.73700594902,14:08:30
normal,2.01767516136,14:08:32
public,0.34981584549,14:08:35
normal,0.199373006821,14:08:36
public,0.308544874191,14:08:39
normal,0.807503938675,14:08:40
public,1.30825400352,14:08:41
normal,1.94059896469,14:08:43
public,0.713294029236,14:08:53
normal,0.717931985855,14:08:54
public,0.408941984177,14:08:54
normal,2.83998608589,14:08:57
public,0.908892869949,14:09:01
normal,1.21449899673,14:09:02
public,0.436865091324,14:09:02
normal,0.514499902725,14:09:03
public,0.222993135452,14:09:03
normal,1.42393398285,14:09:05
public,0.103193044662,14:09:06
normal,0.603984117508,14:09:07
public,0.613425016403,14:09:08
normal,0.512851953506,14:09:08
public,1.04015207291,14:09:09
normal,2.53892183304,14:09:14
public,0.0431480407715,14:09:15
normal,0.221261024475,14:09:15
public,0.373654842377,14:09:17
normal,0.914611101151,14:09:18
public,0.454123020172,14:09:20
normal,1.02095603943,14:09:21
public,0.0961468219757,14:09:21
normal,0.909942865372,14:09:22
public,0.113898992538,14:09:22
normal,0.0500841140747,14:09:22
public,0.756138801575,14:09:43
normal,0.284564971924,14:09:43
public,5.7700381279,14:10:00
normal,0.30686211586,14:10:06
public,0.874511003494,14:10:09
normal,1.21446800232,14:10:10
public,0.219235897064,14:10:10
normal,0.215492010117,14:10:11
public,0.214799165726,14:10:11
normal,0.44141793251,14:10:11
public,0.47034907341,14:10:12
close,0.603574037552,14:10:13
public,2.45218276978,14:10:15
normal,0.319586038589,14:10:17
public,0.431411981583,14:10:17
normal,2.30715203285,14:10:20
public,0.115163087845,14:20:30
public,0.0687739849091,14:23:09
public,2.59354805946,14:23:12
close,0.21283197403,14:23:12
public,1.01076507568,14:24:38
close,0.238863945007,14:24:38
public,1.29899811745,14:24:52
close,0.463857889175,14:24:52
public,0.976884841919,14:24:59
close,0.39461684227,14:25:00
public,0.179397106171,14:25:23
