relation,time
personal,0.00287103652954
public,0.21254491806
personal,0.209938049316
public,0.00654077529907
personal,0.180682897568
public,0.0412921905518
personal,0.162625789642
public,0.04860496521
personal,0.157243967056
public,0.0614080429077
personal,0.139770030975
public,0.0756630897522
personal,0.127866983414
public,0.0926229953766
personal,0.118553161621
public,0.0979478359222
personal,0.0978639125824
public,0.11461520195
personal,0.089231967926
public,0.126697778702
personal,0.0770909786224
public,0.160281181335
personal,0.0436208248138
public,0.152816057205
personal,0.0551791191101
public,0.16050696373
personal,0.0381119251251
public,0.178016901016
personal,0.0258960723877
public,0.191862106323
personal,0.0111560821533
public,0.881103992462
personal,3.09204602242
public,15.801461935
personal,5.81504106522
close,0.0289061069489
public,0.268484115601
close,0.135390996933
personal,0.0877220630646
public,0.117984056473
personal,0.0823621749878
public,0.135668039322
personal,0.0711259841919
public,0.144466876984
close,0.0514349937439
public,0.165500164032
close,0.0379860401154
public,0.177963018417
close,0.0252501964569
public,0.195200920105
close,0.0086510181427
public,0.314994096756
personal,0.000653982162476
public,0.103996038437
personal,0.19230389595
public,0.0243170261383
personal,0.18017411232
public,0.0402791500092
personal,0.162981987
public,0.0498151779175
personal,0.151221036911
public,0.0642640590668
personal,0.144625902176
public,0.0789442062378
personal,0.118745803833
public,0.090078830719
personal,0.118666172028
public,0.0972599983215
personal,0.100269079208
public,0.119709014893
personal,0.0836689472198
public,0.132678031921
personal,0.0706281661987
public,0.145473957062
personal,0.0581319332123
public,0.157503128052
personal,0.046553850174
public,0.170119047165
personal,0.0329070091248
public,0.183287143707
personal,0.020231962204
public,0.212080001831
personal,6.00814819336e-05
public,0.202047109604
personal,0.196048021317
public,0.0182311534882
personal,0.189419031143
public,0.0270578861237
personal,0.172375917435
public,0.0434861183167
personal,0.160223960876
public,0.0559129714966
personal,0.146986961365
public,0.0696468353271
personal,0.134572029114
public,0.0821599960327
personal,0.122386217117
public,0.0962429046631
personal,0.10685300827
public,0.108902215958
personal,0.0950720310211
public,0.121880054474
personal,0.0789868831635
public,0.137680053711
personal,0.0678730010986
public,0.147838115692
personal,0.0556528568268
public,0.161024093628
personal,0.0404980182648
public,0.176372051239
personal,0.0270628929138
public,0.188872098923
personal,0.0152390003204
public,0.200904846191
personal,0.00344085693359
public,0.212363004684
personal,0.194012880325
public,0.0221951007843
personal,0.184360027313
public,0.0339591503143
personal,0.169187784195
public,0.0451760292053
personal,0.156398057938
public,0.0594100952148
personal,0.141601800919
public,0.0751900672913
personal,0.127716064453
public,0.0894758701324
personal,0.114606142044
public,0.103410005569
personal,0.09889793396
public,0.119065999985
personal,0.0846838951111
public,0.129355192184
personal,0.0755660533905
public,0.140980958939
personal,0.0608820915222
public,0.155487060547
personal,0.0488739013672
public,0.167247056961
personal,0.0350480079651
public,0.180736064911
personal,0.0254621505737
public,0.196272850037
personal,0.00409078598022
public,0.207459211349
personal,0.200306177139
public,0.0169870853424
personal,0.186658143997
public,0.0771250724792
personal,0.127496004105
public,0.0425679683685
personal,0.159464120865
public,0.0559051036835
personal,0.147428035736
public,0.0691499710083
personal,0.13365483284
public,0.0841181278229
personal,0.119704961777
public,0.0974988937378
personal,0.108246803284
public,0.107745170593
personal,0.0927350521088
public,0.132792949677
personal,0.0954539775848
public,0.111170053482
personal,0.0671730041504
public,0.149225950241
personal,0.0543720722198
public,0.163052797318
personal,0.0404789447784
public,0.175124883652
personal,0.0279560089111
public,0.187623977661
personal,0.0160219669342
public,0.200432062149
personal,0.00339198112488
public,0.213699102402
personal,0.193413972855
public,0.0222880840302
personal,0.181977987289
public,0.0339579582214
personal,0.168427944183
public,0.0585680007935
personal,0.153506994247
public,0.0539059638977
personal,0.140573978424
public,0.0768940448761
personal,0.134191036224
public,0.0823879241943
personal,0.113685846329
public,0.1033680439
personal,0.100511074066
public,0.115280866623
personal,0.0872650146484
public,0.129054069519
personal,0.0745830535889
public,0.167162179947
personal,0.0378341674805
public,0.152912139893
personal,0.0529799461365
public,0.169679880142
personal,0.0419580936432
public,0.169091939926
personal,0.0223989486694
public,0.19272685051
personal,0.010468006134
public,0.205338001251
personal,0.201843976974
public,0.0151360034943
personal,0.189116001129
public,0.0275089740753
personal,0.176070928574
public,0.0447700023651
personal,0.158341884613
public,0.0565509796143
personal,0.148447036743
public,0.0673468112946
personal,0.136143922806
public,0.0816249847412
personal,0.124291181564
public,0.0928869247437
personal,0.106884002686
public,0.112438201904
personal,0.0912380218506
public,0.127385139465
personal,0.080265045166
public,0.128638029099
personal,0.0704410076141
public,0.145369052887
personal,0.0583519935608
public,0.161628961563
personal,0.0533239841461
public,0.160364866257
personal,0.0386500358582
public,0.393817901611
personal,0.00748109817505
public,0.208456993103
personal,0.199953079224
public,0.0168600082397
personal,0.190619945526
public,0.0271940231323
personal,0.17530798912
public,0.0419929027557
personal,0.162785053253
public,0.0563430786133
personal,0.141451120377
public,0.0711960792542
personal,0.132020950317
public,0.0886089801788
personal,0.116248130798
public,0.0957858562469
personal,0.10604596138
public,0.110445022583
personal,0.0950839519501
public,0.121190071106
personal,0.0821678638458
public,0.133913993835
personal,0.0696911811829
public,0.146667957306
personal,0.0545220375061
public,0.162050008774
personal,0.0624220371246
public,0.154751062393
personal,0.0284159183502
public,0.18724489212
personal,0.015517950058
public,0.200111865997
personal,0.00505495071411
public,0.213114976883
personal,0.194747924805
public,0.0239410400391
personal,0.177248001099
public,0.0401592254639
personal,0.163986206055
public,0.0535020828247
personal,0.148775100708
public,0.0638370513916
personal,0.139698028564
public,0.0767240524292
personal,0.126293897629
public,0.0896029472351
personal,0.114287853241
public,0.121284008026
personal,0.0819039344788
public,0.161945104599
personal,0.0429618358612
public,0.222970962524
personal,1.31762886047
public,0.106997966766
personal,0.188142061234
public,0.0277578830719
personal,0.174403190613
public,0.0776410102844
personal,0.125701189041
public,0.055526971817
personal,0.147607088089
public,0.068412065506
personal,0.135043144226
public,0.0815989971161
personal,0.121158838272
public,0.095645904541
personal,0.108335971832
public,0.108608961105
personal,0.0950348377228
public,0.120085954666
personal,0.083554983139
public,0.132083892822
personal,0.0710160732269
public,0.145807027817
personal,0.0672028064728
public,0.149229049683
personal,0.0446000099182
public,0.177895069122
personal,0.0263330936432
public,0.185664176941
personal,0.0166590213776
public,0.202687978745
personal,0.00115489959717
public,0.2131960392
personal,0.195593118668
public,0.0204651355743
personal,0.185182094574
public,0.0311789512634
personal,0.172419071198
public,0.0489919185638
personal,0.150652170181
public,0.060711145401
personal,0.142669916153
public,0.0733559131622
personal,0.134655952454
public,0.0864908695221
personal,0.146527051926
public,0.0669720172882
personal,0.104650974274
public,0.109808921814
personal,0.0920348167419
public,0.126549959183
personal,0.0774328708649
public,7.56668615341
close,0.258933067322
public,0.11918091774
close,2.05085802078
public,0.139258861542
personal,0.0515899658203
public,0.164482831955
personal,0.0393211841583
public,0.179828166962
personal,0.0243089199066
public,0.536942958832
personal,0.0743200778961
public,0.330308914185
personal,0.0769619941711
public,0.14068198204
personal,0.0660581588745
public,0.149348974228
personal,0.0504040718079
public,0.168174028397
personal,0.0355319976807
public,0.178390026093
personal,0.0253670215607
public,0.194094896317
personal,0.0133819580078
public,0.20001411438
personal,0.20427107811
public,0.0116560459137
personal,0.190770864487
public,0.523355960846
personal,0.0899050235748
public,0.128978013992
personal,0.0712280273438
public,0.321659088135
personal,0.0872778892517
public,0.123420953751
personal,0.0799310207367
public,0.13588809967
personal,0.0658459663391
public,0.151138067245
personal,0.0539870262146
public,0.162430047989
personal,0.038822889328
public,0.179687023163
personal,0.0240240097046
public,0.189493179321
personal,0.013916015625
public,0.913001060486
close,0.10808801651
public,0.109615087509
personal,0.094799041748
public,0.121360063553
personal,0.0813348293304
public,0.134449005127
personal,0.0676641464233
public,0.148625135422
personal,0.0556921958923
public,0.160554885864
personal,0.0405130386353
public,0.175825834274
personal,0.0277700424194
public,0.295107126236
close,0.114200115204
public,0.695254087448
close,0.117115974426
public,0.096853017807
close,0.109130859375
public,0.106855154037
close,0.0964188575745
public,0.120146036148
close,0.0806109905243
public,0.283446073532
close,0.12562918663
public,0.0912001132965
close,0.110387086868
public,0.111387014389
close,0.0924091339111
public,0.127641916275
close,0.0863258838654
public,0.120590925217
close,0.0722219944
public,0.145785093307
close,0.0579290390015
public,0.276033163071
close,0.132703065872
public,0.0833029747009
close,0.120513916016
public,0.0987110137939
close,0.101917982101
public,0.111495018005
close,0.0920021533966
public,0.125194072723
close,0.0779161453247
public,0.471670150757
close,0.141054153442
public,0.0781309604645
close,0.125681877136
public,0.262162923813
close,0.146174907684
public,0.0700509548187
close,0.130244970322
public,0.262228965759
close,0.144878149033
public,0.866221904755
close,0.152842998505
public,0.0638158321381
close,0.139513015747
public,1.63125896454
personal,0.10983300209
public,0.0931081771851
personal,0.120886802673
public,0.0832760334015
personal,0.132144927979
public,0.0702180862427
personal,0.148838996887
public,0.0545070171356
personal,0.159197807312
public,0.0466749668121
personal,0.169529914856
public,0.0331470966339
personal,0.182968139648
public,0.018336057663
personal,0.197569131851
public,0.0065450668335
personal,0.210146903992
public,5.40153884888
close,0.0179409980774
public,0.000714063644409
personal,0.000357866287231
public,0.00227689743042
personal,5.41210174561e-05
close,0.104251861572
public,0.377912044525
close,0.0296308994293
public,0.78068614006
close,0.0343778133392
public,1.17875313759
close,0.0465080738068
public,0.563748121262
close,0.0472459793091
public,0.167279005051
close,0.0361480712891
public,0.180427074432
close,0.022971868515
public,0.192770957947
close,0.0108110904694
public,0.205664157867
close,0.20402097702
public,0.754240036011
close,0.0599279403687
public,0.155665874481
close,0.0475881099701
public,0.168591022491
personal,0.0347239971161
public,0.181568861008
personal,0.025444984436
public,0.18994307518
personal,0.00985908508301
public,0.542762994766
close,0.0685901641846
public,0.346950054169
personal,0.0606729984283
public,0.333479166031
close,0.0741209983826
public,0.141659021378
close,0.0714359283447
public,0.146937847137
personal,0.0512938499451
public,0.162682056427
personal,0.0356760025024
public,0.180942058563
personal,0.0215921401978
public,0.193420171738
personal,0.00997400283813
public,0.207046031952
personal,0.20154094696
public,0.0142161846161
personal,0.191567897797
public,0.0274610519409
personal,0.176285028458
public,0.0380401611328
personal,0.161800146103
public,0.0671379566193
personal,0.136357069016
public,0.117797136307
personal,0.086186170578
public,0.130045175552
personal,0.0725951194763
public,0.143760919571
personal,0.0594098567963
public,0.15784907341
personal,0.0454831123352
public,0.169793128967
personal,0.0345020294189
public,0.183542013168
personal,0.0209760665894
public,0.194233179092
personal,0.00877809524536
public,1.12235808372
personal,0.101762056351
public,0.709500789642
close,0.10492682457
public,0.111386060715
close,0.0913190841675
public,0.124666929245
close,0.0820660591125
public,0.133458137512
close,0.0670759677887
public,0.151706218719
close,0.050940990448
public,0.163743019104
close,0.0404131412506
public,0.175935029984
close,0.0264279842377
public,0.189661979675
close,0.0140700340271
public,0.292735099792
close,0.116234064102
public,0.10021686554
close,0.101141929626
public,0.115326881409
close,0.0902891159058
public,0.128007888794
close,0.0738680362701
public,0.141047954559
close,0.0637691020966
public,0.15199804306
close,0.0614659786224
public,0.155106067657
personal,0.0380339622498
public,0.187097072601
personal,0.0173568725586
public,0.190155982971
personal,0.010449886322
public,0.282419204712
personal,0.125383138657
public,0.0911800861359
personal,0.111430883408
public,0.103539943695
personal,0.10019993782
public,0.118475914001
personal,0.0850279331207
public,0.129800081253
personal,0.0729460716248
public,0.142416954041
personal,0.0625641345978
public,0.153525829315
personal,0.0499579906464
public,0.166123151779
personal,0.0384910106659
public,0.178302049637
personal,0.0228171348572
public,0.323172092438
personal,8.98838043213e-05
public,0.0874700546265
personal,0.19974899292
public,0.270863056183
personal,0.13688993454
public,0.0921850204468
personal,0.112097978592
public,0.0947740077972
personal,0.108081102371
public,0.121510028839
personal,0.0848808288574
public,0.260114908218
personal,0.148278951645
public,0.0681910514832
personal,0.131108999252
public,0.0850880146027
personal,0.117688894272
public,0.0993518829346
personal,0.103825092316
public,0.112757921219
personal,0.0908348560333
public,0.126694917679
personal,0.0768358707428
public,0.137001037598
personal,0.0684299468994
public,0.147432088852
personal,0.054664850235
public,14.3394300938
normal,0.00780200958252
public,119.680490971
close,6.12278699875
personal,0.617466926575
close,19.7861919403
personal,517.093472004
public,11.4674708843
close,0.161175012589
public,1.75299978256
personal,5.65037202835
public,0.135502099991
public,0.854127883911
close,0.434381008148
public,0.689656972885
close,0.612816810608
public,17.37530303
normal,0.237767934799
